CustomerID,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_segment
14406,111,1,156.75,2,1,1,1,About to Sleep
13127,69,1,259.17,2,1,1,1,About to Sleep
15175,63,1,224.14000000000001,2,1,1,1,About to Sleep
16968,99,1,253.31,2,1,1,1,About to Sleep
13130,86,1,64,2,1,1,1,About to Sleep
15690,92,1,111,2,1,1,1,About to Sleep
13645,112,1,252.1,2,1,1,1,About to Sleep
15438,123,1,156.58000000000004,2,1,1,1,About to Sleep
18255,81,1,103.3,2,1,1,1,About to Sleep
16468,66,1,74.9,2,1,1,1,About to Sleep
16213,70,1,159,2,1,1,1,About to Sleep
15958,66,1,104.35,2,1,1,1,About to Sleep
18262,132,1,149.48000000000002,2,1,1,1,About to Sleep
16215,72,1,242.34999999999997,2,1,1,1,About to Sleep
17498,67,1,272.22,2,1,1,1,About to Sleep
12641,107,1,185.9,2,1,1,1,About to Sleep
13154,136,1,-611.86,2,1,1,1,About to Sleep
13411,99,1,213.54999999999998,2,1,1,1,About to Sleep
14436,90,1,89.06,2,1,1,1,About to Sleep
18278,65,1,173.89999999999998,2,1,1,1,About to Sleep
17514,120,1,208.64999999999998,2,1,1,1,About to Sleep
13419,55,1,221.06000000000003,2,1,1,1,About to Sleep
18027,90,1,115.31,2,1,1,1,About to Sleep
15216,79,1,96.6,2,1,1,1,About to Sleep
16753,50,1,223.92000000000002,2,1,1,1,About to Sleep
18033,57,1,97.970000000000013,2,1,1,1,About to Sleep
17266,139,1,113.06,2,1,1,1,About to Sleep
16248,53,1,152.94000000000003,2,1,1,1,About to Sleep
13177,56,1,282.45000000000005,2,1,1,1,About to Sleep
13690,51,1,172.25,2,1,1,1,About to Sleep
12923,56,1,176.97000000000006,2,1,1,1,About to Sleep
13947,57,1,90.6,2,1,1,1,About to Sleep
14972,120,1,114.77000000000001,2,1,1,1,About to Sleep
14975,49,1,279.93999999999994,2,1,1,1,About to Sleep
17279,49,1,187.83,2,1,1,1,About to Sleep
14208,86,1,151.73999999999998,2,1,1,1,About to Sleep
15488,84,1,91.320000000000007,2,1,1,1,About to Sleep
15744,69,1,34.8,2,1,1,1,About to Sleep
14722,139,1,187.91999999999996,2,1,1,1,About to Sleep
16773,49,1,171.59000000000003,2,1,1,1,About to Sleep
17030,55,1,146.87,2,1,1,1,About to Sleep
13193,53,1,117.88000000000002,2,1,1,1,About to Sleep
13194,127,1,60.7,2,1,1,1,About to Sleep
13967,137,1,80.7,2,1,1,1,About to Sleep
16527,73,1,228.06,2,1,1,1,About to Sleep
15504,73,1,52.830000000000013,2,1,1,1,About to Sleep
15256,140,1,98.45,2,1,1,1,About to Sleep
16793,49,1,243.84,2,1,1,1,About to Sleep
13980,52,1,200.14000000000001,2,1,1,1,About to Sleep
15261,127,1,254.82,2,1,1,1,About to Sleep
17309,87,1,82.75,2,1,1,1,About to Sleep
15774,60,1,270.8,2,1,1,1,About to Sleep
15263,98,1,156.51000000000002,2,1,1,1,About to Sleep
15776,125,1,241.62000000000006,2,1,1,1,About to Sleep
12962,105,1,170.54,2,1,1,1,About to Sleep
13218,119,1,62.64,2,1,1,1,About to Sleep
12968,104,1,135.95,2,1,1,1,About to Sleep
18088,53,1,167.66999999999996,2,1,1,1,About to Sleep
17065,135,1,-112.35,2,1,1,1,About to Sleep
13483,57,1,140.33999999999997,2,1,1,1,About to Sleep
15276,58,1,135.30999999999997,2,1,1,1,About to Sleep
12718,63,1,238.24999999999997,2,1,1,1,About to Sleep
16561,51,1,264.96,2,1,1,1,About to Sleep
14259,133,1,120,2,1,1,1,About to Sleep
17331,115,1,175.2,2,1,1,1,About to Sleep
18099,119,1,168.31000000000003,2,1,1,1,About to Sleep
14772,104,1,139.26,2,1,1,1,About to Sleep
17844,98,1,51.56,2,1,1,1,About to Sleep
15541,106,1,85.130000000000024,2,1,1,1,About to Sleep
14518,56,1,174.37000000000003,2,1,1,1,About to Sleep
17079,70,1,118.80000000000001,2,1,1,1,About to Sleep
14523,100,1,241.09000000000003,2,1,1,1,About to Sleep
15035,81,1,252.73,2,1,1,1,About to Sleep
13244,84,1,121.74000000000001,2,1,1,1,About to Sleep
13503,63,1,216.84999999999997,2,1,1,1,About to Sleep
17347,78,1,228.96,2,1,1,1,About to Sleep
13513,118,1,205.09999999999997,2,1,1,1,About to Sleep
13514,65,1,152.20000000000002,2,1,1,1,About to Sleep
14027,52,1,104.82,2,1,1,1,About to Sleep
15307,87,1,205.3,2,1,1,1,About to Sleep
12750,120,1,275.88,2,1,1,1,About to Sleep
13006,48,1,81.57,2,1,1,1,About to Sleep
18126,52,1,206.83000000000015,2,1,1,1,About to Sleep
16591,60,1,213.50000000000003,2,1,1,1,About to Sleep
14801,53,1,193.13999999999996,2,1,1,1,About to Sleep
15313,102,1,52,2,1,1,1,About to Sleep
13778,95,1,178.7,2,1,1,1,About to Sleep
16594,67,1,181.09,2,1,1,1,About to Sleep
12756,78,1,112.07999999999998,2,1,1,1,About to Sleep
17620,51,1,81.44,2,1,1,1,About to Sleep
14806,67,1,193.39,2,1,1,1,About to Sleep
13273,105,1,138.97999999999996,2,1,1,1,About to Sleep
17628,73,1,75.75,2,1,1,1,About to Sleep
15325,95,1,162.29,2,1,1,1,About to Sleep
16093,98,1,17,2,1,1,1,About to Sleep
17887,121,1,111.35000000000001,2,1,1,1,About to Sleep
17122,111,1,138.32,2,1,1,1,About to Sleep
14054,57,1,92.460000000000008,2,1,1,1,About to Sleep
17382,57,1,65.4,2,1,1,1,About to Sleep
15593,62,1,199.8,2,1,1,1,About to Sleep
14314,98,1,119.99999999999999,2,1,1,1,About to Sleep
16106,57,1,108.38,2,1,1,1,About to Sleep
13806,55,1,256.38000000000005,2,1,1,1,About to Sleep
17647,57,1,133.06,2,1,1,1,About to Sleep
13296,129,1,87.4,2,1,1,1,About to Sleep
15603,70,1,48.480000000000004,2,1,1,1,About to Sleep
15348,64,1,158.04000000000002,2,1,1,1,About to Sleep
12789,57,1,91.850000000000009,2,1,1,1,About to Sleep
18169,52,1,202.65,2,1,1,1,About to Sleep
15866,93,1,230.52999999999997,2,1,1,1,About to Sleep
13307,112,1,15,2,1,1,1,About to Sleep
14076,121,1,122.46999999999998,2,1,1,1,About to Sleep
17660,133,1,196,2,1,1,1,About to Sleep
16895,56,1,219.14,2,1,1,1,About to Sleep
15104,158,3,1002.5400000000002,1,3,3,3,At Risk
17152,186,4,1503.5,1,3,3,3,At Risk
14081,259,4,904.67,1,3,3,3,At Risk
17409,176,2,771.85000000000014,1,2,3,3,At Risk
14338,150,4,554.22,1,3,2,3,At Risk
15874,55,9,4330.670000000001,2,4,4,4,At Risk
18178,105,6,1573.4099999999996,2,4,4,4,At Risk
15107,303,8,247.66000000000003,1,4,1,3,At Risk
17667,58,5,2055.5099999999998,2,3,4,4,At Risk
14852,50,6,2836.6899999999982,2,4,4,4,At Risk
16644,169,2,833.78,1,2,3,3,At Risk
13317,56,9,2140.0700000000006,2,4,4,4,At Risk
14854,70,8,2749.89,2,4,4,4,At Risk
15367,49,5,1867.6899999999996,2,3,4,4,At Risk
18183,210,6,600.52,1,4,2,3,At Risk
13320,62,6,1491.7000000000005,2,4,3,4,At Risk
14344,119,8,889.93000000000029,2,4,3,4,At Risk
15625,92,8,1504.56,2,4,3,4,At Risk
15881,304,8,438.24,1,4,2,3,At Risk
15882,190,5,495.3599999999999,1,3,2,3,At Risk
12811,252,3,514.85,1,3,2,3,At Risk
17676,50,6,1035.6700000000003,2,4,3,4,At Risk
16398,136,4,1631.15,2,3,4,4,At Risk
12559,302,3,536.21,1,3,2,3,At Risk
16143,100,6,1944.26,2,4,4,4,At Risk
14352,149,4,1078.9599999999998,1,3,3,3,At Risk
12818,170,2,1517.88,1,2,3,3,At Risk
13842,50,9,3385.619999999999,2,4,4,4,At Risk
15122,77,6,1612.1299999999997,2,4,4,4,At Risk
16146,149,3,734.13,1,3,3,3,At Risk
14867,177,4,701.32999999999981,1,3,3,3,At Risk
13077,282,3,577.44,1,3,2,3,At Risk
14101,65,6,5976.79,2,4,4,4,At Risk
13334,74,3,3536.8199999999979,2,3,4,4,At Risk
17686,72,6,5110.0900000000056,2,4,4,4,At Risk
12823,66,5,1759.5,2,3,4,4,At Risk
14871,170,3,354.74999999999989,1,3,2,3,At Risk
14616,234,3,406.08000000000004,1,3,2,3,At Risk
15128,52,8,1419.5400000000004,2,4,3,4,At Risk
15384,161,3,635.75999999999976,1,3,3,3,At Risk
16152,260,1,1829.04,1,1,4,3,At Risk
13593,100,6,1990.2800000000009,2,4,4,4,At Risk
15641,97,4,1887.2000000000005,2,3,4,4,At Risk
13082,118,10,3595.48,2,4,4,4,At Risk
13338,146,3,431.81999999999994,1,3,2,3,At Risk
15898,212,5,998.78999999999974,1,3,3,3,At Risk
18202,191,3,1396.99,1,3,3,3,At Risk
13851,87,3,2651.4600000000005,2,3,4,4,At Risk
17179,170,3,711.79,1,3,3,3,At Risk
14364,100,8,3717.3499999999985,2,4,4,4,At Risk
14620,196,3,393.28000000000003,1,3,2,3,At Risk
15644,158,4,812.9999999999992,1,3,3,3,At Risk
17180,48,6,780.38000000000022,2,4,3,4,At Risk
18204,63,4,1979.3000000000004,2,3,4,4,At Risk
15646,149,4,425.14,1,3,2,3,At Risk
13344,59,3,2543.7200000000025,2,3,4,4,At Risk
13856,160,5,363.4,1,3,2,3,At Risk
15648,196,4,599.9,1,3,2,3,At Risk
16928,72,19,2781.4999999999982,2,4,4,4,At Risk
14625,177,5,848.48000000000013,1,3,3,3,At Risk
15649,328,2,816,1,2,3,3,At Risk
17954,60,15,2002.4100000000026,2,4,4,4,At Risk
16163,217,3,441.60000000000008,1,3,2,3,At Risk
16419,104,7,959.48,2,4,3,4,At Risk
17955,190,4,557.3,1,3,2,3,At Risk
12836,51,4,2612.8599999999988,2,3,4,4,At Risk
17444,139,3,2940.0400000000013,2,3,4,4,At Risk
12840,135,6,2714.2699999999995,2,4,4,4,At Risk
15400,84,6,666.7,2,4,3,4,At Risk
17704,160,2,885.18999999999983,1,2,3,3,At Risk
16681,64,6,1770.3400000000004,2,4,4,4,At Risk
15146,156,3,1313.6599999999999,1,3,3,3,At Risk
18218,198,4,626.38,1,3,2,3,At Risk
12843,57,9,1680.76,2,4,4,4,At Risk
12845,259,4,354.09000000000003,1,3,2,3,At Risk
13869,115,4,3104.9500000000007,2,3,4,4,At Risk
17454,184,4,517.5300000000002,1,3,2,3,At Risk
16431,205,3,642.8100000000004,1,3,3,3,At Risk
16943,203,3,816.73,1,3,3,3,At Risk
15665,160,2,2242.01,1,2,4,3,At Risk
17457,118,5,1737.6999999999998,2,3,4,4,At Risk
15410,76,8,3450.8400000000011,2,4,4,4,At Risk
14643,162,3,668.61,1,3,3,3,At Risk
16180,92,10,10217.479999999994,2,4,4,4,At Risk
16692,248,2,1276,1,2,3,3,At Risk
12853,99,9,1881.6999999999998,2,4,4,4,At Risk
16182,64,4,6617.6500000000005,2,3,4,4,At Risk
15416,56,5,3974.37,2,3,4,4,At Risk
16184,56,7,1155.5400000000002,2,4,3,4,At Risk
12601,181,6,569.56000000000006,1,4,2,3,At Risk
12857,202,2,1106.4000000000003,1,2,3,3,At Risk
14905,146,3,599.9,1,3,2,3,At Risk
15673,80,4,2881.0200000000018,2,3,4,4,At Risk
13370,358,2,721.32000000000016,1,2,3,3,At Risk
15674,65,8,1744.0200000000018,2,4,4,4,At Risk
16698,218,2,1998,1,2,4,3,At Risk
17722,88,6,2380.64,2,4,4,4,At Risk
13627,51,7,1624.0200000000002,2,4,4,4,At Risk
16955,176,5,493.67000000000007,1,3,2,3,At Risk
17723,119,6,3276.4,2,4,4,4,At Risk
18235,63,3,1796.4800000000007,2,3,4,4,At Risk
12348,67,4,1797.24,2,3,4,4,At Risk
15932,80,10,2161.6300000000006,2,4,4,4,At Risk
17980,157,3,811.45,1,3,3,3,At Risk
13373,52,3,3312.2500000000005,2,3,4,4,At Risk
13630,67,10,1763.6799999999996,2,4,4,4,At Risk
17214,52,7,984.11999999999966,2,4,3,4,At Risk
13631,91,12,3021.77,2,4,4,4,At Risk
17472,183,3,710.29,1,3,3,3,At Risk
16449,182,3,674.69,1,3,3,3,At Risk
18242,64,4,2232.4900000000002,2,3,4,4,At Risk
15171,316,2,1034.5,1,2,3,3,At Risk
15939,81,16,6102.2599999999993,2,4,4,4,At Risk
13124,81,3,3866.3299999999977,2,3,4,4,At Risk
16709,76,5,3029.8700000000008,2,3,4,4,At Risk
18245,141,7,1613.309999999999,2,4,4,4,At Risk
17990,228,3,630.84,1,3,3,3,At Risk
12359,49,5,6336.7800000000061,2,3,4,4,At Risk
14407,99,9,2111.08,2,4,4,4,At Risk
16455,55,7,1841.1800000000003,2,4,4,4,At Risk
14920,204,2,977.76999999999987,1,2,3,3,At Risk
16456,91,5,2158.37,2,3,4,4,At Risk
14409,63,7,1908.2499999999998,2,4,4,4,At Risk
14665,52,7,1258.38,2,4,3,4,At Risk
14154,231,2,1345.6200000000003,1,2,3,3,At Risk
16714,210,4,911.52999999999975,1,3,3,3,At Risk
13900,175,3,740.94999999999959,1,3,3,3,At Risk
16716,258,3,319.80000000000007,1,3,2,3,At Risk
12365,283,3,320.68999999999988,1,3,2,3,At Risk
13901,64,5,2867.1999999999994,2,3,4,4,At Risk
14669,233,3,1269.9900000000002,1,3,3,3,At Risk
17997,66,12,1511.3000000000027,2,4,3,4,At Risk
13134,64,7,1740.63,2,4,4,4,At Risk
14414,83,8,1485.1300000000003,2,4,3,4,At Risk
13135,188,1,3096,1,1,4,3,At Risk
14672,226,2,765.55,1,2,3,3,At Risk
14161,207,3,1110.5199999999998,1,3,3,3,At Risk
16209,80,5,2262.6200000000003,2,3,4,4,At Risk
14930,100,3,2372.860000000001,2,3,4,4,At Risk
17490,56,6,1279.3399999999997,2,4,3,4,At Risk
14163,79,4,2445.9100000000003,2,3,4,4,At Risk
13908,71,5,2347.0499999999997,2,3,4,4,At Risk
15700,164,3,664.02999999999952,1,3,3,3,At Risk
16980,247,2,1078.9600000000005,1,2,3,3,At Risk
13141,76,6,2385.7999999999993,2,4,4,4,At Risk
13397,64,6,1539.1799999999996,2,4,3,4,At Risk
17749,170,2,674.52,1,2,3,3,At Risk
14934,64,3,1888.8400000000001,2,3,4,4,At Risk
16214,162,3,1062.75,1,3,3,3,At Risk
13911,49,9,2580.9099999999989,2,4,4,4,At Risk
14935,289,1,1784.71,1,1,4,3,At Risk
12888,206,4,313.77,1,3,2,3,At Risk
15704,132,4,2293.62,2,3,4,4,At Risk
16984,70,5,4392.4199999999992,2,3,4,4,At Risk
18008,62,9,2116.19,2,4,4,4,At Risk
12377,307,2,1628.1200000000003,1,2,4,3,At Risk
12633,50,5,2140.6299999999987,2,3,4,4,At Risk
14937,48,4,1617.6299999999999,2,3,4,4,At Risk
16473,156,4,314.86,1,3,2,3,At Risk
15706,51,7,1001.8099999999998,2,4,3,4,At Risk
12891,177,3,331,1,3,2,3,At Risk
12637,59,10,5953.25,2,4,4,4,At Risk
16477,55,7,2494.46,2,4,4,4,At Risk
13662,77,7,879.08,2,4,3,4,At Risk
13151,195,2,1250.3700000000003,1,2,3,3,At Risk
16735,70,7,2269.2099999999991,2,4,4,4,At Risk
14176,289,5,573.99999999999989,1,3,2,3,At Risk
15456,275,3,447.21999999999997,1,3,2,3,At Risk
15201,70,11,927.84000000000049,2,4,3,4,At Risk
17505,153,2,1145.84,1,2,3,3,At Risk
12643,120,6,3344.6400000000003,2,4,4,4,At Risk
16484,165,3,379.40000000000015,1,3,2,3,At Risk
16997,280,3,702,1,3,3,3,At Risk
17509,49,11,6100.7400000000025,2,4,4,4,At Risk
17765,150,3,371.87999999999994,1,3,2,3,At Risk
14439,311,1,2661.24,1,1,4,3,At Risk
13672,293,6,-71.460000000000008,1,4,1,3,At Risk
14696,63,8,1770.43,2,4,4,4,At Risk
12393,64,4,1582.6000000000004,2,3,4,4,At Risk
13929,161,3,802.85000000000014,1,3,3,3,At Risk
16745,78,18,7170.7000000000053,2,4,4,4,At Risk
13162,114,5,1644.9899999999996,2,3,4,4,At Risk
14442,190,4,1548.8699999999997,1,3,3,3,At Risk
17770,190,5,1143.2699999999998,1,3,3,3,At Risk
12652,314,2,914.53,1,2,3,3,At Risk
15980,80,3,2398.86,2,3,4,4,At Risk
15213,310,3,325.04999999999995,1,3,2,3,At Risk
16493,64,6,1329.6600000000003,2,4,3,4,At Risk
15984,63,8,2091.9600000000014,2,4,4,4,At Risk
13425,100,3,1624.2099999999998,2,3,4,4,At Risk
14450,172,3,483.24999999999994,1,3,2,3,At Risk
16754,364,1,2002.4,1,1,4,3,At Risk
14195,193,3,962.7,1,3,3,3,At Risk
16499,352,5,319.10000000000008,1,3,2,3,At Risk
12916,130,5,2982.35,2,3,4,4,At Risk
14708,146,3,671.48,1,3,3,3,At Risk
16244,203,2,1522.7500000000005,1,2,3,3,At Risk
18037,146,6,70.02,1,4,1,3,At Risk
17526,196,6,399.5,1,4,2,3,At Risk
15223,217,3,454.9,1,3,2,3,At Risk
15224,350,3,310.48,1,3,2,3,At Risk
12409,70,7,11056.929999999998,2,4,4,4,At Risk
14201,52,9,688.04,2,4,3,4,At Risk
12410,293,3,681.08,1,3,3,3,At Risk
14970,60,4,1592.06,2,3,4,4,At Risk
14459,147,1,1837.9200000000003,1,1,4,3,At Risk
15228,58,5,3376.9599999999996,2,3,4,4,At Risk
15996,80,7,1044.7799999999993,2,4,3,4,At Risk
12669,142,4,1607.7300000000002,2,3,4,4,At Risk
14461,140,3,2103.059999999999,2,3,4,4,At Risk
17277,219,2,1065.35,1,2,3,3,At Risk
12414,209,3,562.41,1,3,2,3,At Risk
14462,55,15,1965.9000000000008,2,4,4,4,At Risk
16766,265,2,1145.6000000000001,1,2,3,3,At Risk
13951,168,3,674.44999999999982,1,3,3,3,At Risk
14976,49,8,765.85999999999979,2,4,3,4,At Risk
16256,249,2,732.63000000000011,1,2,3,3,At Risk
14465,238,3,1058.6200000000006,1,3,3,3,At Risk
14210,83,7,1900.8900000000003,2,4,4,4,At Risk
14978,64,5,1931.4200000000033,2,3,4,4,At Risk
16770,49,6,744.90000000000032,2,4,3,4,At Risk
17282,122,3,1703.4100000000003,2,3,4,4,At Risk
15491,87,7,3090.8500000000017,2,4,4,4,At Risk
17027,70,7,848.58999999999992,2,4,3,4,At Risk
17284,52,7,1641.6800000000014,2,4,4,4,At Risk
12423,90,8,1640.4700000000003,2,4,4,4,At Risk
12424,154,2,1760.9599999999996,1,2,4,3,At Risk
14472,95,8,1936.8400000000015,2,4,4,4,At Risk
16520,178,4,1036.6200000000001,1,3,3,3,At Risk
15241,58,9,1738.5900000000008,2,4,4,4,At Risk
14730,57,7,1760.1300000000035,2,4,4,4,At Risk
16010,237,3,407.5,1,3,2,3,At Risk
16266,65,7,861.88999999999976,2,4,3,4,At Risk
12939,56,8,11581.8,2,4,4,4,At Risk
13707,259,2,806.41000000000054,1,2,3,3,At Risk
13963,300,4,664.54,1,3,3,3,At Risk
14475,63,6,799.81999999999971,2,4,3,4,At Risk
17035,237,3,388.33,1,3,2,3,At Risk
14220,239,2,632.40000000000009,1,2,3,3,At Risk
15245,126,3,2515.8400000000006,2,3,4,4,At Risk
18062,165,3,720.5200000000001,1,3,3,3,At Risk
14481,156,2,636.5100000000001,1,2,3,3,At Risk
18065,78,12,1936.4400000000003,2,4,4,4,At Risk
12947,135,11,1407.2900000000002,2,4,3,4,At Risk
14740,183,4,1423.2099999999991,1,3,3,3,At Risk
15764,73,10,3245.4700000000012,2,4,4,4,At Risk
12693,112,6,830.95999999999981,2,4,3,4,At Risk
14231,171,5,822.05999999999983,1,3,3,3,At Risk
13208,50,7,1205.8999999999996,2,4,3,4,At Risk
17048,107,6,864.31999999999982,2,4,3,4,At Risk
14745,104,6,1167.16,2,4,3,4,At Risk
18073,106,13,3864.4400000000023,2,4,4,4,At Risk
13722,112,4,2369.1600000000003,2,3,4,4,At Risk
15002,107,4,1641.76,2,3,4,4,At Risk
17050,88,6,3228.8399999999983,2,4,4,4,At Risk
16027,83,7,852.12,2,4,3,4,At Risk
16539,211,3,1053.6100000000001,1,3,3,3,At Risk
17819,63,8,3661.0699999999988,2,4,4,4,At Risk
12700,57,4,3589.2400000000025,2,3,4,4,At Risk
15260,92,8,1780.7700000000002,2,4,4,4,At Risk
13213,48,6,1518.4300000000003,2,4,3,4,At Risk
15518,56,13,1911.8900000000008,2,4,4,4,At Risk
17567,49,9,3594.5599999999995,2,4,4,4,At Risk
15265,143,2,1506.12,1,2,3,3,At Risk
15777,233,5,1021.6100000000001,1,3,3,3,At Risk
16801,155,5,867.82999999999947,1,3,3,3,At Risk
16034,188,3,437.7,1,3,2,3,At Risk
13475,183,4,1431.7800000000007,1,3,3,3,At Risk
13476,170,4,1092.7699999999995,1,3,3,3,At Risk
15780,175,3,475.28,1,3,2,3,At Risk
13221,232,2,847.41000000000008,1,2,3,3,At Risk
16037,261,3,855.0200000000001,1,3,3,3,At Risk
17061,65,12,5116.1299999999992,2,4,4,4,At Risk
18085,322,2,689.95000000000016,1,2,3,3,At Risk
16038,169,3,375.88,1,3,2,3,At Risk
16550,100,9,2266.2499999999991,2,4,4,4,At Risk
17062,305,5,534.46999999999991,1,3,2,3,At Risk
12455,65,6,2466.8599999999974,2,4,4,4,At Risk
13479,190,3,291.00000000000006,1,3,2,3,At Risk
18087,90,4,3770.12,2,3,4,4,At Risk
13224,52,3,2150.85,2,3,4,4,At Risk
12457,50,12,1917.7799999999995,2,4,4,4,At Risk
13225,52,7,4719.840000000002,2,4,4,4,At Risk
16556,58,7,3313.79,2,4,4,4,At Risk
12717,143,3,980.98,1,3,3,3,At Risk
18093,85,5,2083.42,2,3,4,4,At Risk
18094,73,7,3017.3,2,4,4,4,At Risk
13743,80,7,1064.3899999999999,2,4,3,4,At Risk
15535,165,7,459.89999999999952,1,4,2,3,At Risk
14000,198,2,633.70999999999992,1,2,3,3,At Risk
14256,246,3,935.06,1,3,3,3,At Risk
14769,69,9,10299.630000000003,2,4,4,4,At Risk
15281,50,12,2239.9500000000007,2,4,4,4,At Risk
18097,92,6,2006.4500000000005,2,4,4,4,At Risk
12722,77,6,904.33,2,4,3,4,At Risk
14770,224,2,876.41999999999985,1,2,3,3,At Risk
16306,205,9,602.27,1,4,2,3,At Risk
15797,105,4,2207.4,2,3,4,4,At Risk
17589,52,4,2404.1700000000005,2,3,4,4,At Risk
17334,293,3,306.59999999999997,1,3,2,3,At Risk
16567,186,2,865.59999999999991,1,2,3,3,At Risk
17591,65,8,2215.0200000000004,2,4,4,4,At Risk
13752,116,6,1186.2800000000002,2,4,3,4,At Risk
14264,146,3,319.47,1,3,2,3,At Risk
17848,73,9,901.2,2,4,3,4,At Risk
13497,274,3,321.05,1,3,2,3,At Risk
14009,190,3,685.9299999999995,1,3,3,3,At Risk
17593,83,5,3233.3599999999988,2,3,4,4,At Risk
17849,210,4,605.8,1,3,2,3,At Risk
14267,142,7,1279.0899999999995,2,4,3,4,At Risk
14779,272,3,386.14999999999992,1,3,2,3,At Risk
16059,57,6,1459.8600000000006,2,4,3,4,At Risk
16316,56,12,2755.5600000000013,2,4,4,4,At Risk
13501,234,2,1310.47,1,2,3,3,At Risk
15549,69,4,1655.7599999999998,2,3,4,4,At Risk
17085,115,6,1555.0500000000002,2,4,4,4,At Risk
17341,148,3,781.36000000000013,1,3,3,3,At Risk
17597,205,1,2044.37,1,1,4,3,At Risk
12735,307,2,779.56999999999982,1,2,3,3,At Risk
16320,164,2,1038.46,1,2,3,3,At Risk
17856,225,5,1118.39,1,3,3,3,At Risk
13505,59,8,4282.8799999999983,2,4,4,4,At Risk
16833,251,3,671.29,1,3,3,3,At Risk
13506,304,3,452.82000000000005,1,3,2,3,At Risk
15810,70,7,1145.4299999999992,2,4,3,4,At Risk
13507,90,3,2022.7899999999997,2,3,4,4,At Risk
13763,55,3,1689.46,2,3,4,4,At Risk
15299,59,11,3787.09,2,4,4,4,At Risk
14532,228,4,932.8499999999998,1,3,3,3,At Risk
15812,99,5,1801.14,2,3,4,4,At Risk
18116,59,8,1418.0300000000013,2,4,3,4,At Risk
13253,148,2,1030.3999999999999,1,2,3,3,At Risk
14021,147,3,631.9,1,3,3,3,At Risk
15045,143,3,633.66000000000008,1,3,3,3,At Risk
15813,199,2,1303.9099999999999,1,2,3,3,At Risk
16838,189,3,582.9,1,3,2,3,At Risk
12999,188,3,455.87999999999994,1,3,2,3,At Risk
14535,51,4,2841.0900000000024,2,3,4,4,At Risk
